trial_num,dictator,disrupted,p1get,p2get,p1get_ori,p2get_ori,score1,score2,score3,allocateRT,s1RT,s2RT,s3RT,answered_allocate,answered_s1,answered_s2,answered_s3
1,2,0,2,8,2,8,1,2,2,8208.8264,8176.2938,8213.9953,8180.3099,1,1,1,1
2,2,-2,4,6,2,8,3,1,3,8236.0523,8203.9638,8242.4015,8208.5221,1,1,1,1
3,2,2,1,9,1,9,1,1,1,8265.2619,8233.0376,8270.7672,8236.5982,1,1,1,1
4,2,2,1,9,1,9,2,2,1,8294.0334,8261.0857,8299.0545,8264.2196,1,1,1,1
5,2,0,5,5,5,5,3,5,4,8322.4164,8290.3355,8327.4254,8293.3775,1,1,1,1
6,2,0,2,8,2,8,-1,2,3,8347.9477,8313.499,8353.9525,8320.7819,1,1,1,1
7,2,0,6,4,6,4,-1,6,5,8376.19,8341.1819,8381.3537,8349.6038,1,1,1,1
8,1,-2,7,3,9,1,1,1,2,8367.3708,8411.5554,8371.0175,8415.7356,1,1,1,1
9,2,-2,3,7,1,9,2,4,1,8430.8671,8400.0822,0,8404.666,1,1,0,1
10,1,0,7,3,7,3,1,4,2,8422.4585,8467.1341,8427.593,8471.0307,1,1,1,1
11,1,0,5,5,5,5,1,4,4,8447.9263,8493.6563,8455.7271,8499.051,1,1,1,1
12,2,0,2,8,2,8,1,1,2,8515.003,8484.4993,8520.6203,8487.8286,1,1,1,1
13,2,-2,3,7,1,9,2,2,2,8542.8877,8512.1318,8549.7791,8515.1906,1,1,1,1
14,1,-2,4,6,6,4,4,5,5,8535.4838,8579.0254,8539.9778,8584.489,1,1,1,1
15,2,0,2,8,2,8,2,2,1,8599.0195,8567.636,8606.1252,8570.412,1,1,1,1
16,1,2,3,7,1,9,5,2,6,8590.4345,8635.7446,8595.1445,8640.5647,1,1,1,1
17,1,0,6,4,6,4,1,3,3,8615.6124,8662.8873,8623.3186,8666.0083,1,1,1,1
18,1,-2,1,9,2,8,6,7,7,8644.8136,8691.2804,8651.6964,8694.8167,1,1,1,1
19,2,0,1,9,1,9,1,3,1,8710.6218,8679.573,8716.9547,8683.6753,1,1,1,1
20,1,0,3,7,3,7,2,5,6,8700.4628,8745.8511,8707.909,8750.548,1,1,1,1
21,1,0,6,4,6,4,1,3,3,8729.6069,8773.6981,8733.9746,8777.5649,1,1,1,1
22,1,0,1,9,1,9,5,7,7,8757.4726,8802.5745,8763.2291,8805.8115,1,1,1,1
23,1,-2,1,9,3,7,4,7,7,8783.8035,8830.6526,8790.937,8834.3259,1,1,1,1
24,1,0,8,2,8,2,2,1,1,8812.9719,8858.6082,8819.0739,8862.9061,1,1,1,1
25,2,0,3,7,3,7,3,2,2,8879.1759,8847.1296,8884.2692,8851.9458,1,1,1,1
26,1,2,9,1,8,2,3,1,2,8870.2001,8915.2066,8875.1624,8918.3428,1,1,1,1
27,2,2,1,9,2,8,1,1,1,8936.3203,8904.1603,8942.9947,8907.9064,1,1,1,1
28,2,-2,5,5,3,7,4,2,4,8963.5134,8932.1785,8968.727,8936.7614,1,1,1,1
29,2,-2,3,7,1,9,3,2,2,8991.5523,8961.0497,8998.7999,8963.987,1,1,1,1
30,1,-2,3,7,5,5,4,5,5,8980.7787,9028.3582,8988.7657,9031.0251,1,1,1,1
31,1,0,5,5,5,5,2,5,4,9008.9964,9055.8537,0,9058.9662,1,1,0,1
32,1,0,5,5,5,5,1,4,3,9037.67,9082.9072,9042.6658,9086.7195,1,1,1,1
33,2,2,1,9,1,9,1,1,1,9103.6448,9072.1826,9110.6397,9076.5456,1,1,1,1
34,2,0,1,9,1,9,2,1,1,9131.7185,9100.5972,9138.4761,9103.3466,1,1,1,1
35,1,2,5,5,3,7,1,4,3,9121.7621,9166.1511,9126.0753,9170.4764,1,1,1,1
36,2,0,2,8,2,8,2,2,2,9186.618,9155.557,9195.0367,9159.912,1,1,1,1
37,2,-2,3,7,1,9,2,4,2,9215.3124,9184.0955,9223.0554,9188.2399,1,1,1,1
38,1,0,4,6,4,6,1,5,5,9205.6581,9252.3686,9212.0256,9257.1799,1,1,1,1
39,1,2,9,1,9,1,2,-1,1,9233.4741,9279.7965,9236.6429,9282.5021,1,1,1,1
40,1,-2,7,3,9,1,1,4,2,9261.7727,9306.8647,9268.3524,9310.007,1,1,1,1
41,1,-2,3,7,5,5,2,5,5,9291.4619,9335.3708,9296.2888,9340.7444,1,1,1,1
42,2,0,3,7,3,7,3,1,3,9355.7491,9324.2707,9362.2297,9328.8684,1,1,1,1
43,2,2,1,9,1,9,2,1,1,9383.0502,9353.2815,9389.9086,9356.109,1,1,1,1
44,2,0,1,9,1,9,2,2,2,9411.5568,9379.4067,9418.2972,9383.1607,1,1,1,1
45,1,0,9,1,9,1,5,-1,1,9400.7183,9446.9763,9404.2085,9450.0992,1,1,1,1
46,2,2,1,9,1,9,1,1,1,9467.9119,9435.7517,9473.4628,9439.0976,1,1,1,1
47,2,2,1,9,1,9,1,2,1,9495.5227,9464.2182,9501.9256,9466.9079,1,1,1,1
48,2,-2,3,7,1,9,2,4,-1,9523.5933,9491.9433,9531.2989,9494.258,1,1,1,1
49,1,0,2,8,2,8,4,5,6,9514.0039,9560.1251,9519.4089,9564.068,1,1,1,1
50,1,-2,1,9,3,7,3,7,7,9543.6517,9587.5388,9548.1312,9592.5249,1,1,1,1
51,2,0,2,8,2,8,3,2,2,9607.983,9575.9073,9613.5765,9579.7952,1,1,1,1
52,1,0,4,6,4,6,2,3,4,9598.3866,9643.8667,9603.3275,9647.3195,1,1,1,1
53,1,2,7,3,5,5,4,3,2,9624.488,9671.0011,9632.1236,9674.0722,1,1,1,1
54,2,0,1,9,1,9,1,3,2,9691.658,9659.263,9697.0039,9663.8851,1,1,1,1
55,1,2,7,3,5,5,4,2,2,9682.1815,9726.1207,9687.6248,9729.8091,1,1,1,1
56,1,2,9,1,8,2,3,1,1,9710.5378,9754.7698,9714.9946,9758.5578,1,1,1,1
57,2,0,2,8,2,8,2,1,2,9775.9594,9743.7909,9783.1254,9748.361,1,1,1,1
58,1,0,6,4,6,4,1,3,2,9764.4041,9810.877,9772.1011,9815.4774,1,1,1,1
59,1,2,9,1,7,3,2,1,1,9793.997,9839.2399,9799.3304,9842.1496,1,1,1,1
60,2,0,1,9,1,9,1,2,1,9858.3247,9827.0078,9863.945,9831.1594,1,1,1,1
61,1,-2,5,5,7,3,5,4,4,9848.5853,9894.8931,9854.3291,9897.3618,1,1,1,1
62,2,2,1,9,1,9,1,2,1,9914.5597,9882.4783,9921.8361,9886.8284,1,1,1,1
63,1,2,9,1,9,1,1,1,3,9904.5284,9950.8447,9910.505,9954.2723,1,1,1,1
64,2,2,1,9,2,8,1,1,1,9970.3329,9938.4244,9976.1977,9943.121,1,1,1,1
65,2,-2,4,6,2,8,6,3,4,9998.6508,9965.5982,10006.2556,9971.542,1,1,1,1
66,2,-2,4,6,2,8,3,3,3,10027.6505,9995.6206,10034.9178,9999.9071,1,1,1,1
67,1,2,8,2,6,4,1,2,2,10018.1062,10061.9226,10023.2686,10066.7905,1,1,1,1
68,1,0,7,3,7,3,1,2,2,10043.8566,10089.6507,10051.5133,10093.3695,1,1,1,1
69,2,0,5,5,5,5,4,4,4,10111.4565,10078.8064,10118.366,10082.3564,1,1,1,1
70,1,0,7,3,7,3,1,2,2,10102.4522,10146.927,10106.752,10150.1339,1,1,1,1
71,1,0,2,8,2,8,3,6,5,10128.1077,10175.8468,10135.5487,10178.9113,1,1,1,1
72,1,0,1,9,1,9,3,7,7,10157.8188,10203.0408,10162.7637,10207.5153,1,1,1,1
73,2,0,1,9,1,9,1,2,1,10223.1185,10190.5737,10228.8997,10193.978,1,1,1,1
74,2,2,1,9,1,9,2,1,1,10251.1609,10218.4649,10257.7507,10221.7262,1,1,1,1
75,1,0,3,7,3,7,2,5,5,10240.8092,10285.8308,10245.2381,10288.5741,1,1,1,1
76,2,-2,8,2,6,4,6,7,6,10306.223,10274.9874,10313.9113,10279.0561,1,1,1,1
77,1,0,9,1,9,1,2,2,1,10297.9661,10341.8212,10301.9532,10345.2165,1,1,1,1
78,1,-2,1,9,1,9,3,7,7,10325.9073,10369.7819,10329.5828,10373.0992,1,1,1,1
79,2,0,1,9,1,9,-1,1,5,10391.3404,10355.1197,10397.9254,10361.6968,1,1,1,1
80,2,0,4,6,4,6,3,5,3,10417.1099,10385.9637,10424.9523,10389.6714,1,1,1,1